id,title,overview,cleaned_overview
451,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",ben sanderson alcoholic hollywood screenwriter lost everything drinking arrives la vega drink death meet form uneasy friendship noninterference pact prostitute serum
165864,Hansel and Gretel Get Baked,"An intense new marijuana strain named “Black Forest” is taking Los Angeles by storm, and Gretel’s stoner boyfriend can’t get enough. But when the old woman growing the popular drug (Lara Flynn Boyle) turns out to be an evil witch, cooking and eating her wasted patrons for their youth, Gretel and her brother Hansel must save him from a gruesome death — or face the last high of their lives.",intense new marijuana strain named black forest taking los angeles storm gretels stoner boyfriend cant get enough old woman growing popular drug lara flynn boyle turn evil witch cooking eating wasted patron youth gretel brother hansel must save gruesome death face last high life
987,The Front Page,A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit.,journalist suffering burnout want finally say goodbye office bos doesnt like idea one bit
241251,The Boy Next Door,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",recently cheated married woman fall younger man moved next door torrid affair soon take dangerous turn
40494,Trapeze,"A pair of men try to perform the dangerous ""triple"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.",pair men try perform dangerous triple trapeze act problem arise duo made trio following addition sexy female performer
39781,The Kids Are All Right,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",two woman nic jules brought son daughter world artificial insemination one child reach age kid go behind mother back meet donor life becomes much interesting father two mother child start become attached
8337,They Live,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",nada downonhisluck construction worker discovers pair special sunglass wearing able see world really people bombarded medium government message like stay asleep imagination submit authority even scarier able see usually normallooking people fact ugly alien charge massive campaign keep human subdued
5925,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.",nazi exasperated number escape prison camp relatively small number allied prisoner relocates highsecurity escapeproof camp sit remainder war undaunted prisoner plan one ambitious escape attempt world war ii based true story
8357,What the #$*! Do We (K)now!?,"Amanda (Marlee Maitlin) is a divorced woman who makes a living as a photographer. During the Fall of the year Amanda begins to see the world in new and different ways when she begins to question her role in life, her relationships with her career and men and what it all means. As the layers to her everyday experiences fall away insertions in the story with scientists, and philosophers and religious leaders impart information directly to an off-screen interviewer about academic issues, and Amanda begins to understand the basis to the quantum world beneath. During her epiphany as she considers the Great Questions raised by the host of inserted thinkers, Amanda slowly comprehends the various inspirations and begins to see the world in a new way.",amanda marlee maitlin divorced woman make living photographer fall year amanda begin see world new different way begin question role life relationship career men mean layer everyday experience fall away insertion story scientist philosopher religious leader impart information directly offscreen interviewer academic issue amanda begin understand basis quantum world beneath epiphany considers great question raised host inserted thinker amanda slowly comprehends various inspiration begin see world new way
146203,The Last Exorcism Part II,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",nell sweetzer try build new life event first movie evil force possessed return even horrific plan
85350,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",film tell story divorced couple trying raise young son story follows boy twelve year first grade age th grade age examines relationship parent grows
512,Scoop,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",american journalism student london scoop big story begin affair aristocrat incident unfurls
13408,The Wash,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.",rent due car booted sean dr dre come endsand fast best buddy roommate dee loc snoop dogg suggests sean get job busting suds local car wash
47816,3 Strikes,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",brian hook play character released jail state adopts strike rule felon involves serious penalty hook strike want change life better friend pick pulled friend shoot police officer hook escape hook wanted man must clear name nothing shooting
10744,The Cooler,"(William H. Macy) works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow (Alec Baldwin), is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario (Maria Bello).",william h macy work la vega casino us innate ability bring misfortune around jinx gambler losing imposing bos shelly kaplow alec baldwin happy arrangement bernie find unexpected happiness begin dating attractive waitress natalie belisario maria bello
11536,The Misfits,"While filing for a divorce, beautiful ex-stripper Roslyn Taber ends up meeting aging cowboy-turned-gambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's half-finished desert home together. When grizzled ex-rodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.",filing divorce beautiful exstripper roslyn taber end meeting aging cowboyturnedgambler gay langland former world war ii aviator guido racanelli two men instantly become infatuated roslyn whim three decide move guidos halffinished desert home together grizzled exrodeo rider perce howland arrives unlikely foursome strike business capturing wild horse
9782,The Night Listener,"In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",midst crumbling relationship radio show host begin speaking biggest fan young boy via telephone question boy identity come host life thrown chaos
18713,The Jerky Boys,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",two unemployed telephone prankster decide use vocal talent impersonate chicago mob bos curry favor organized crime new york trouble begin isnt long johnny kamal jerky boy crank call fame wanted local mafia police neighbor
6537,The Orphanage,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",woman brings family back childhood home used orphanage intent reopening long son start communicate new invisible friend
184345,A Haunted House 2,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",exorcised demon ex malcolm starting fresh new girlfriend two child moving dream home however malcolm plagued bizarre paranormal event
1809,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",incredibly spoiled overprivileged student camden college backdrop unusual love triangle drug dealer virgin bisexual classmate
2370,Topaz,"A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring.",french intelligence agent becomes embroiled cold war politics first uncovering event leading cuban missle crisis back france break international russian spy ring
9809,Let's Go to Prison,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",career criminal plan revenge thwarted unlikely circumstance put intended victim son place putting prisonand joining
5,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,ted bellhop first night joband hotel unusual guest place outrageous predicament seems evening room service serving one unbelievable happening another
11013,Secretary,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",young woman recently released mental hospital get job secretary demanding lawyer employeremployee relationship turn sexual sadomasochistic one
19153,The Real Cancun,"Sixteen American college students drink, flirt, fight and canoodle during their Spring Break vacation in Cancun, Mexico.",sixteen american college student drink flirt fight canoodle spring break vacation cancun mexico
10132,Talk Radio,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",rude contemptuous talk show host becomes overwhelmed hatred surround program go national
16448,Waiting for Guffman,"Corky St. Clair is a director, actor and dancer in Blaine, Missouri. When it comes time to celebrate Blaine's 150th anniversary, Corky resolves to bring down the house in Broadway style in this hilarious mockumentary from the people who brought you ""This is Spinal Tap!""",corky st clair director actor dancer blaine missouri come time celebrate blaines th anniversary corky resolve bring house broadway style hilarious mockumentary people brought spinal tap
15122,Love Stinks,"A movie about a relationship...that's worse than yours. Seth (Stewart), a sitcom writer-producer, meets Chelsea (Wilson), an interior decorator, at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple, appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together, she becomes quite bitter. In the next hour of the movie, the two engage in behavior that makes the War of the Roses look like child's play.",movie relationshipthats worse seth stewart sitcom writerproducer meet chelsea wilson interior decorator best friend bellamy wedding he immediately sexually attracted shes instantly attracted singleness ditch wedding date start date night two become couple appearing happy couple year postponing marriage proposal chelsea realizes seth want remain single together becomes quite bitter next hour movie two engage behavior make war rose look like child play
8141,You Kill Me,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",drying west coast alcoholic hit man befriends tarttongued woman might come handy time return buffalo settle old score
1546,Thumbsucker,"Justin, a teenager boy, throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.",justin teenager boy throw everyone around chaos attempt break free addiction thumb
48572,Red State,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.",set middle america group teen receive online invitation sex though soon encounter christian fundamentalist much sinister agenda
14517,Mirrormask,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home",fantasy world opposing kingdom year old girl must find fabled mirrormask order save kingdom get home
89708,Samsara,"Samsara is a word that describes the ever turning wheel of life. It is a concept both intimate and vast - the perfect subject for filmmakers Ron Fricke and Mark Magidson, whose previous collaborations include Chronos and Baraka, and who, in the last 20 years, have travelled to over 58 countries together in the pursuit of unique imagery.  Samsara takes the form of a nonverbal, guided meditation that will transform viewers in countries around the world as they are swept along a journey of the soul. Through powerful images pristinely photographed in 70mm and a dynamic music score, the film illuminates the links between humanity and the rest of the nature, showing how our life cycle mirrors the rhythm of the planet.",samsara word describes ever turning wheel life concept intimate vast perfect subject filmmaker ron fricke mark magidson whose previous collaboration include chronos baraka last year travelled country together pursuit unique imagery samsara take form nonverbal guided meditation transform viewer country around world swept along journey soul powerful image pristinely photographed mm dynamic music score film illuminates link humanity rest nature showing life cycle mirror rhythm planet
27551,The Barbarians,Orphaned brothers Kutchek and Gore are adopted by a tribe led by Canary the owner of a powerful jewel. The evil Kadar wants both Canary and the jewel. Attacking the tribe he kidnaps Canary but the stone eludes him. The brothers are taken to be trained as gladiators and years later have grown to be VERY big. They escape and set off on a quest to find the jewel and rescue Canary.,orphaned brother kutchek gore adopted tribe led canary owner powerful jewel evil kadar want canary jewel attacking tribe kidnaps canary stone eludes brother taken trained gladiator year later grown big escape set quest find jewel rescue canary
64678,The Art of Getting By,"George, a lonely and fatalistic teen who's made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",george lonely fatalistic teen who made way senior year without ever done real day work befriended sally popular complicated girl recognizes kindred spirit
309503,Zipper,"Sam Ellis is a man on the rise — a hot-shot federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with an escort turns into a growing addiction — a new demon threatening to destroy his life, family, and career.",sam elli man rise hotshot federal prosecutor cusp bright political future meant onetime experience escort turn growing addiction new demon threatening destroy life family career
14293,Poolhall Junkies,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish.,retired pool hustler forced pick stick brother start game cant finish
15059,The Loss of Sexual Innocence,The story of the sexual development of a filmmaker through three stages of his life.,story sexual development filmmaker three stage life
103328,Holy Motors,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",follow hour life moving life life like cold solitary assassin moving hit hit interwoven life possesses entirely distinct identity sometimes man sometimes woman sometimes youthful sometimes old turn murderer beggar company chairman monstrous creature worker family man
157847,Joe,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.,roughhewn bos lumber crew court trouble step protect youngest member team abusive father
25719,Shooting Fish,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam.",two con artist dan futterman stuart townsend hire unwitting medicalschool student kate beckinsale secretary latest scam
48309,Prison,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.",charles forsyth sent electric chair crime didnt commit forever haunt prison executed flash forward several year prison reopened control new warden eaton sharpe former security guard framed charlie prisoner ordered break wall execution room unknowingly release angry spirit charles forsyth powerful distributing murderous rage leading warden
27723,Psycho Beach Party,"Spoof of 1960's Beach Party/Gidget surfing movies mixed with slasher horror films. A not-so-innocent girl in 1960's Malibu becomes the first girl surfer at Malibu Beach, only she suffers from dissociative identity disorder and occasionally her alter ego, a sexually aggressive, foul-speaking girl, comes out. During her ""episodes"" several beach goers are found murdered.",spoof beach partygidget surfing movie mixed slasher horror film notsoinnocent girl malibu becomes first girl surfer malibu beach suffers dissociative identity disorder occasionally alter ego sexually aggressive foulspeaking girl come episode several beach goer found murdered
20468,The Big Tease,"Thinking he's competing in Los Angeles' hot Platinum Scissors contest, Scottish hairstylist Crawford (Craig Ferguson) leaves Glasgow with a film crew to capture the event. When he learns he's a mere audience member, Crawford must find a way to become the mane event. Abhorrent Norwegian Stig is his stiff-as-gel competition. Drew Carey and others make cameo appearances in this hysterical mockumentar",thinking he competing los angeles hot platinum scissors contest scottish hairstylist crawford craig ferguson leaf glasgow film crew capture event learns he mere audience member crawford must find way become mane event abhorrent norwegian stig stiffasgel competition drew carey others make cameo appearance hysterical mockumentar
242575,"Guten Tag, Ramón","After five failed attempts to go to the United States, 18-year-old Ramón decides to look for a friend’s aunt in Germany, but never finds her. With no papers or money, and without knowing the language, he barely survives living on the street until he meets Ruth, an old retired nurse who doesn’t speak Spanish. Beyond language barriers and prejudices, they discover that solidarity and humanity make life bearable.",five failed attempt go united state yearold ramn decides look friend aunt germany never find paper money without knowing language barely survives living street meet ruth old retired nurse doesnt speak spanish beyond language barrier prejudice discover solidarity humanity make life bearable
44945,Trust,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.",suburban family torn apart fourteenyearold annie meet first boyfriend online month communicating via online chat phone annie discovers friend originally claimed shocked disbelief parent shattered daughter action struggle support come term happened innocent life
29122,An Everlasting Piece,"Colin (Barry McEvoy) is a Catholic and George (Brian O'Byrne) is a poetry-loving Protestant. In Belfast in the 1980s, they could have been enemies, but instead they became business partners. After persuading a mad wig salesman, known as the Scalper (Billy Connolly), to sell them his leads, the two embark on a series of house calls",colin barry mcevoy catholic george brian obyrne poetryloving protestant belfast could enemy instead became business partner persuading mad wig salesman known scalper billy connolly sell lead two embark series house call
125123,Among Giants,"A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a young Romeo. Into the mix comes Gerry, an Australian with a spirit of adventure and mountain climbing skills. She wants a job, and against the others' advice, who don't want a woman on the job, Ray hires her. Then she and Ray fall in love. He asks her to marry him, gives her a ring. Steve's jealous; Ray's ex-wife complains that he spends on Gerry, not his own kids, and she predicts that Gerry won't stay around. Plus, there's pressure to finish the job fast. Economics, romance, and wanderlust spark the end.",manager hire ray book paint power tower mile stretch hightension wire outside sheffield ray crew men friend especially ray steve young romeo mix come gerry australian spirit adventure mountain climbing skill want job others advice dont want woman job ray hire ray fall love asks marry give ring steves jealous ray exwife complains spends gerry kid predicts gerry wont stay around plus there pressure finish job fast economics romance wanderlust spark end
111190,Adore,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",lil roz two lifelong friend grown together neighbor idyllic beach town adult son developed friendship strong bind mother one summer four confronted simmering emotion mounting find unexpected happiness relationship cross bound convention
133575,The Velocity of Gary,Gary is in love with Valentino. So is Mary Carmen. Their life changes when Valentino is hit with a deadly disease and is slowly dying in their hands. They tear each other off to end up re-uniting upon their love for the same man.,gary love valentino mary carmen life change valentino hit deadly disease slowly dying hand tear end reuniting upon love man
54580,Mondays in the Sun,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, José, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and the unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during protest against the closure. José is bitter that his wife, Ana, is employed when he is not. The gap between them is widening and he is fearful that she will leave him for a co-worker. Despite arthritic legs, Ana endures night shifts at a fish factory and thinks her looks are now lost. Not everyone seems to agree including her boss. Lino, an aging family man doggedly pursuing positions beyond his qualifications. The oldest member of the group, Amador, has degenerated into alcoholism after being abandoned by his wife; maintaining an increasingly transparent pretense that his wife will soon return from holiday.",closure shipyard northern spain former worker santa jos lino amador sergei reina keep touch meet mainly bar owned former colleague rico santa superficially confident unofficial leader group court case hang relating shipyard lamp smashed protest closure jos bitter wife ana employed gap widening fearful leave coworker despite arthritic leg ana endures night shift fish factory think look lost everyone seems agree including bos lino aging family man doggedly pursuing position beyond qualification oldest member group amador degenerated alcoholism abandoned wife maintaining increasingly transparent pretense wife soon return holiday
52015,Stake Land,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden.",martin normal teenage boy country collapsed empty pit economic political disaster vampire epidemic swept across left nation abandoned town city mister death dealing rogue vampire hunter get martin safely north canada continent new eden
34941,The Last Time I Committed Suicide,"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence. When his girlfried, Joan, tries to kill herself he gets scared and runs away. But when Joan reappears will he take the chance at that happiness, or will he turn his back on it?",neal cassady living beat life working tire yard philandering around town however vision happy life kid white picket fence girlfried joan try kill get scared run away joan reappears take chance happiness turn back
227975,Futuro Beach,"Donato fails in his attempt to save a drowning man, and meets one of the man's friends. He decides to start his life over, but pieces of his past keep coming after him.",donato fails attempt save drowning man meet one man friend decides start life piece past keep coming
60422,Another Happy Day,A wedding at her parents' Annapolis estate hurls high-strung Lynn into the center of touchy family dynamics.,wedding parent annapolis estate hurl highstrung lynn center touchy family dynamic
81390,A Lonely Place to Die,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,group five mountaineer hiking climbing scottish highland discover young serbian girl buried small chamber wilderness become caught terrifying game cat mouse kidnapper try get girl safety
10981,Nothing,"The film tells the story of two good friends who live together, Andrew (Andrew Miller), an agoraphobic travel agent who works from his home, and Dave (David Hewlett), a loser who works in an office where he is treated with contempt. Just when it seems things can't get any worse for the two, the entire world outside of their house disappears and is replaced with an endless white void.",film tell story two good friend live together andrew andrew miller agoraphobic travel agent work home dave david hewlett loser work office treated contempt seems thing cant get worse two entire world outside house disappears replaced endless white void
225235,The Geographer Drank His Globe Away,"Victor Sluzhkin signs on as a teacher of geography in a secondary school in his native Perm (in the Urals) and gets lost in a haze of hard vodka, desperate love for a nymphet-like student and the stress of educating teenagers. Geographer, as the students immediately dub Sluzhkin, attempts to escape from the grueling, dull, stultifying reality of Russia's provincial life in a rafting tour to the Urals. Accompanied by wild, adventure-seeking adolescents, faced with the numerous grim surprises of the nature, Geographer is poised to find himself and his own truth.",victor sluzhkin sign teacher geography secondary school native perm urals get lost haze hard vodka desperate love nymphetlike student stress educating teenager geographer student immediately dub sluzhkin attempt escape grueling dull stultifying reality russia provincial life rafting tour urals accompanied wild adventureseeking adolescent faced numerous grim surprise nature geographer poised find truth
14902,1776,"The film focuses on the representatives of the Thirteen original colonies who participated in the Second Continental Congress. 1776 depicts the three months of deliberation (and, oftentimes, acrimonious debate) that led up to the signing of one of the most important documents in the History of the United States, the Declaration of Independence.",film focus representative thirteen original colony participated second continental congress depicts three month deliberation oftentimes acrimonious debate led signing one important document history united state declaration independence
121676,Inescapable,"Twenty-five years ago Adib (Alexander Siddig, Syriana, Cairo Time), a promising young officer in the Syrian military police, suddenly left Damascus under suspicious circumstances. Abandoning the love of his life Fatima (Marisa Tomei, The Wrestler, The Ides of March), he made his way to Canada and wiped the slate clean. With a beautiful wife, two grown daughters, and a great job in Toronto, Adib is confident he s built a successful life from scratch. But when his daughter Muna suddenly disappears in Damascus, his past threatens to violently catch up to him. Teaming up with a Canadian emissary (Joshua Jackson, Fringe), Adib must now confront the turmoil he thought he left behind so many years ago in order to find Muna.",twentyfive year ago adib alexander siddig syriana cairo time promising young officer syrian military police suddenly left damascus suspicious circumstance abandoning love life fatima marisa tomei wrestler ides march made way canada wiped slate clean beautiful wife two grown daughter great job toronto adib confident built successful life scratch daughter muna suddenly disappears damascus past threatens violently catch teaming canadian emissary joshua jackson fringe adib must confront turmoil thought left behind many year ago order find muna
22301,Hell's Angels,"Two brothers attending Oxford enlist with the Royal Flying Corps when World War I breaks out. Roy and Monte Rutledge have very different personalities. Monte is a freewheeling womanizer, even with his brother's girlfriend Helen. He also proves to have a yellow streak when it comes to his Night Patrol duties. Roy is made of strong moral fiber and attempts to keep his brother in line. Both volunteer for an extremely risky two man bombing mission for different reasons. Monte wants to lose his cowardly reputation and Roy seeks to protect his brother. Roy loves Helen; Helen enjoys an affair with Monte; before they leave on their mission over Germany they find her in still another man's arms.  Their assignment to knock out a strategic German munitions facility is a booming success, but with a squadron of fighters bearing down on them afterwards, escape seems unlikely.",two brother attending oxford enlist royal flying corp world war break roy monte rutledge different personality monte freewheeling womanizer even brother girlfriend helen also prof yellow streak come night patrol duty roy made strong moral fiber attempt keep brother line volunteer extremely risky two man bombing mission different reason monte want lose cowardly reputation roy seek protect brother roy love helen helen enjoys affair monte leave mission germany find still another man arm assignment knock strategic german munition facility booming success squadron fighter bearing afterwards escape seems unlikely
20065,Purple Violets,"Patti Petalson is a promising writer, but her marriage and conventional job keep her from her dream. She longs to return to her writing, especially after running into her first love Brian Callahan, a successful crime novelist. Kate is Patti's best friend since college; she's a tough-talking schoolteacher who plays therapist to all Patti's problems, while she's got a few of her own.",patti petalson promising writer marriage conventional job keep dream longs return writing especially running first love brian callahan successful crime novelist kate pattis best friend since college shes toughtalking schoolteacher play therapist pattis problem shes got
257087,The Veil,"The story springs from the real-world headlines of religious cults and mass suicides. With Veil, it begins 30 years ago, when members of a religious cult known as Heaven's Veil take their own lives. The truth behind what really happened remains buried deep in the memory of the sole survivor, a five-year-old girl, who returns to the compound with a documentary crew as an adult. They soon discover something that is far more terrifying than anything they could have imagined.",story spring realworld headline religious cult mass suicide veil begin year ago member religious cult known heaven veil take life truth behind really happened remains buried deep memory sole survivor fiveyearold girl return compound documentary crew adult soon discover something far terrifying anything could imagined
46420,The Loved Ones,"Lola Stone asked Brent Mitchell to the prom, but Brent said no, and now he's screwed. What happens when Lola doesn't get what she wants? She enlists Daddy's help to throw a prom of her own, where she is queen and Brent is king -- whether he likes it or not. THE LOVED ONES is what happens when puppy love goes horribly, violently wrong. Brent should have said yes...",lola stone asked brent mitchell prom brent said he screwed happens lola doesnt get want enlists daddy help throw prom queen brent king whether like loved one happens puppy love go horribly violently wrong brent said yes
114635,The Helpers,"Seven friends from Sacramento, California head out on a documented road trip to Las Vegas. Their trip takes a very unexpected turn for the worse when their back tires mysteriously blow out. A couple miles down the road, they find a little gas station Diner/Motel, run by the most friendly, polite and ""helpful"" people. It appears that their problems are solved, but boy are they wrong! When convinced by ""The Helpers"" to stay overnight, the friends all wake up in their rooms to a new kind of gruesome and bloody terror!",seven friend sacramento california head documented road trip la vega trip take unexpected turn worse back tire mysteriously blow couple mile road find little gas station dinermotel run friendly polite helpful people appears problem solved boy wrong convinced helper stay overnight friend wake room new kind gruesome bloody terror
158150,How to Fall in Love,"An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves.",accountant never quite grew awkward teenage year find dating coach happens high school crush well thanks coach get pretty woman sight time realizes incompatible meanwhile dating lesson teenage crush reawaken old feeling realizing feeling mutual find unable act due fear rejected one truly love
251979,The Perfect Wave,"“The Perfect Wave” is the true story of Ian McCormack who grew up surfing the waters of New Zealand. Wanting to dive deeper, Ian sets out on a journey with his best friend that will change his life as they chase the perfect wave.",perfect wave true story ian mccormack grew surfing water new zealand wanting dive deeper ian set journey best friend change life chase perfect wave
874,A Man for All Seasons,A Man for All Seasons is the filmed version of the life of Thomas More. An English man comes to Sir Thomas More to ask if he can divorce his wife since King Henry VIII has made it illegal. Sir Thomas More stands up in opposition to the King even though he knows he’s risking his own life. An award winning film from 1966.,man season filmed version life thomas english man come sir thomas ask divorce wife since king henry viii made illegal sir thomas stand opposition king even though know he risking life award winning film
10774,Network,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,tv network cynically exploit deranged extv anchor raving revelation medium profit
770,Gone with the Wind,An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,american classic manipulative woman roguish man carry turbulent love affair american south civil war reconstruction
266102,Desert Dancer,"Inspirational true story of Iranian dancer Afshin Ghaffarian, who risked his life for his dream to become a dancer despite a nationwide dancing ban.",inspirational true story iranian dancer afshin ghaffarian risked life dream become dancer despite nationwide dancing ban
29715,Major Dundee,"During the last winter of the Civil War, cavalry officer Amos Dundee leads a contentious troop of Army regulars, Confederate prisoners and scouts on an expedition into Mexico to destroy a band of Apaches who have been raiding U.S. bases in Texas.",last winter civil war cavalry officer amos dundee lead contentious troop army regular confederate prisoner scout expedition mexico destroy band apache raiding u base texas
